Patient_ID,Signal_Name,Lead_Index,Lead_Name,Segment_Index,BPM_avg,SDNN,En_Total,En_D5,Hurst_Exp,Higuchi_FD,Katz_FD
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,1,84.008400840084,6.17168887661583,182857.689286834,32983.0543757909,0.521594519209882,0.0529896736840912,0.995876501531719
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,2,39.0019500975049,6.28791529744773,171512.309672404,35796.6103389591,0.497313332836527,0.0491887636687082,0.996138506406826
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,3,28.0009333644455,6.44204936336264,182136.706473612,39714.4479495141,0.506038328645872,0.0475539296252585,0.995883303072387
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,4,19.5004875121878,6.51513389708691,167108.48285041,35998.2099940793,0.494634977472607,0.0476480540336373,0.996158024155057
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,5,16.8003360067201,7.11985306676391,182339.33990615,36325.2073995191,0.556992905195793,0.0443403535508091,0.995879584667753
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,6,13.0002166702778,6.45907864712129,165942.35635873,30193.7665481506,0.548139265430852,0.0448753370946634,0.996186063367285
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,7,12.0001714310204,7.53368503830701,175605.396416962,42915.4081796069,0.495093623716826,0.0453524035363287,0.99591676868597
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,8,9.75012187652346,10.1902359683624,160812.84205883,29604.5562136347,0.561476736203824,0.0462045033380742,0.996363427438381
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,9,9.33343703818931,9.53603153496765,166208.602423325,29970.1082690034,0.489392661730593,0.0448984621109385,0.995997379248595
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,10,7.80007800078001,7.24882435609069,161735.754692772,31720.9552353527,0.583135984770613,0.0448743920015731,0.996364711733057
ecg_db_patient_04-1,s0020bre,1,s0020bre.dat,11,7.63643305848235,8.38496823534184,180257.192747674,38102.8049059352,0.54563892042651,0.0441835016508693,0.995867270399992
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,1,150.01500150015,166.511908221935,28627.5797292258,4737.44968117291,0.625916908183121,0.0488786501856534,0.999282441191462
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,2,84.0042002100105,128.91633586331,25409.2960984498,4732.88456440902,0.620178472478405,0.0457498197581384,0.999378583217448
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,3,44.0014667155572,186.509108675817,27297.5410421223,5023.70625961611,0.641278255356035,0.0437314027045206,0.999309597609825
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,4,42.0010500262507,130.468921974314,27377.0214431274,4529.22940524957,0.641159259776807,0.0425877256893285,0.999377020286077
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,5,31.2006240124802,164.371966385188,29562.3263820563,4703.85814848847,0.690020989253843,0.0405463172686725,0.999321901528379
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,6,25.0004166736112,149.665327129992,29219.7435007156,4346.70536492624,0.678203596818961,0.0439229490530659,0.999363836867269
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,7,24.0003428620409,128.672323953393,28545.2614103631,6202.30713973657,0.658284116672348,0.0406607012843286,0.999314011128846
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,8,16.5002062525782,201.45014744289,32135.7899330057,4437.84535458581,0.719045288920584,0.04385338534664,0.999312197979488
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,9,18.0002000022222,126.043899556403,25319.6170266659,3700.50610509073,0.626091964052868,0.0392101797396173,0.999362029924204
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,10,15.0001500015,124.339406639562,28455.2388965928,4675.17707784751,0.689432866008713,0.0399250717661187,0.999364507132415
ecg_db_patient_04-1,s0020bre,2,s0020bre.dat,11,13.6364876044328,167.265388365099,28288.8888795961,5128.15463349393,0.667365813135546,0.0407294247737555,0.999323935931757
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,1,180.01800180018,113.702078088205,70752.4249288605,6413.94236215062,0.688934175674574,0.0672085146092896,0.998709093096787
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,2,90.0045002250113,123.862708041403,70851.1815255606,7238.24281505537,0.621852411979378,0.0633723223683486,0.998708952584813
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,3,60.0020000666689,104.52787357772,68533.5257067676,8510.30738750581,0.693070657947918,0.0658596109369398,0.998652449665799
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,4,43.5010875271882,132.79442679706,70257.817948934,7779.10241949319,0.657360369176707,0.0642104167392429,0.998698262817797
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,5,33.6006720134403,119.784528772848,70259.1125559718,7376.50025336599,0.659760534495018,0.0626644866752405,0.998646570345966
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,6,30.0005000083335,115.100737629937,68691.4784931182,5920.38345438563,0.676741242786272,0.061361993002559,0.998756941072535
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,7,24.0003428620409,128.99822212163,73142.2771188935,7263.92836156268,0.686854572895076,0.0614994215532152,0.998714822342869
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,8,19.5002437530469,159.223721013338,60883.3067011271,5395.43596251418,0.684568610346255,0.0677329004313727,0.998843755752812
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,9,19.333548150535,128.451476231423,70197.4902247708,6716.51567621475,0.624837908664854,0.0578650917094515,0.998675697479766
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,10,17.40017400174,127.747244454072,63703.6439574437,5795.01690934423,0.686909514175186,0.0593978873814026,0.998909275237763
ecg_db_patient_04-1,s0020bre,3,s0020bre.dat,11,15.2728661169647,145.213262954497,71018.3960035553,7615.30317141092,0.667263008646311,0.0594296890673007,0.9986414524867
ecg_db_patient_04-1,s0020bre,4,s0020bre.dat,1,132.013201320132,189.84576446609,68678.1781592881,13119.6286142005,0.531763708821168,0.0498072840766283,0.998134300277296
ecg_db_patient_04-1,s0020bre,4,s0020bre.dat,2,69.0034501725086,154.715770679558,62468.4675929955,13855.5445101393,0.498002309068627,0.0458105155633668,0.998300176176513
ecg_db_patient_04-1,s0020bre,4,s0020bre.dat,3,40.0013333777793,202.6163516721,67753.0996114167,15119.0789836162,0.526467506915708,0.0433377222808923,0.998160412202816
ecg_db_patient_04-1,s0020bre,4,s0020bre.dat,4,31.500787519688,224.886170036497,62985.2632147342,13678.182053578,0.51274824060156,0.0430584304986512,0.998305510887169
ecg_db_patient_04-1,s0020bre,4,s0020bre.dat,5,26.4005280105602,200.868483389126,69478.9452037587,13990.6737034101,0.603083873287187,0.0397446070084177,0.998166064955919
ecg_db_patient_04-1,s0020bre,4,s0020bre.dat,6,18.0003000050001,200.514173622538,64379.4151499261,12022.6210226805,0.575664447087648,0.0422185691486249,0.998298118676725
ecg_db_patient_04-1,s0020bre,4,s0020bre.dat,7,16.2859469420992,211.612089613491,66016.8367824283,17297.5790372885,0.515831900547005,0.0408501040478448,0.998167347975413
ecg_db_patient_04-1,s0020bre,4,s0020bre.dat,8,12.7501593769922,213.86958643061,66463.4236086484,11996.7576451288,0.608356965224619,0.0419566849531516,0.998318131577713
ecg_db_patient_04-1,s0020bre,4,s0020bre.dat,9,14.000155557284,183.35915288681,60928.2850992729,11288.5347646892,0.511767515223779,0.0394669543328401,0.998239583734001
