Patient_ID,Signal_Name,Lead_Index,Lead_Name,Segment_Index,BPM_avg,SDNN,En_Total,En_D5,Hurst_Exp,Higuchi_FD,Katz_FD
ecg_db_patient_04,s0020are,1,s0020are.dat,1,84.008400840084,4.11999502115689,145531.488863759,39486.2619944277,0.537790001338568,0.0592809169379832,0.996542774560889
ecg_db_patient_04,s0020are,1,s0020are.dat,2,42.0021001050053,4.78512652888466,141633.97325215,29010.4389157844,0.558195553758941,0.0602308479157583,0.996524762894279
ecg_db_patient_04,s0020are,1,s0020are.dat,3,26.0008666955565,3.13702232872347,129266.455673607,27274.8932997212,0.480486998178483,0.0620407924971433,0.996732126225593
ecg_db_patient_04,s0020are,1,s0020are.dat,4,21.0005250131253,4.86747446755591,144800.483342283,30133.0007071525,0.514946933771224,0.0590805454226372,0.996471095298951
ecg_db_patient_04,s0020are,1,s0020are.dat,5,16.8003360067201,8.519209064046,142981.829614386,31108.1124172978,0.514938835064062,0.0591239307356989,0.996507351957751
ecg_db_patient_04,s0020are,1,s0020are.dat,6,14.0002333372223,4.55732715187642,146611.83126189,31429.4036652763,0.545534715887071,0.0635717866858989,0.996438578899491
ecg_db_patient_04,s0020are,1,s0020are.dat,7,12.0001714310204,5.82875278034306,153271.907363721,36678.2857653623,0.573850243764959,0.0631309210383746,0.996441261245537
ecg_db_patient_04,s0020are,1,s0020are.dat,8,9.75012187652346,5.29150262212919,143719.964336116,28130.8120161821,0.519045327804811,0.0670976615666191,0.996480041613485
ecg_db_patient_04,s0020are,1,s0020are.dat,9,9.33343703818931,3.75021366912647,147939.572202624,29514.1324228139,0.548517509604271,0.0604299011602482,0.996453275262034
ecg_db_patient_04,s0020are,1,s0020are.dat,10,8.40008400084001,4.25320392054551,145784.414662343,28323.8333054658,0.49624422638998,0.0599191731967039,0.996437983408712
ecg_db_patient_04,s0020are,1,s0020are.dat,11,7.63643305848235,4.09971856444936,143691.172002722,29632.0741927789,0.513132556314258,0.058264421512159,0.996449711128476
ecg_db_patient_04,s0020are,2,s0020are.dat,1,162.016201620162,169.281486106607,31222.5492371077,6833.45995984193,0.68352224663502,0.0499626404846426,0.999321606449464
ecg_db_patient_04,s0020are,2,s0020are.dat,2,78.0039001950098,148.463149187489,29600.053229,4911.07436527722,0.657391512877296,0.0502353197460085,0.999326139552809
ecg_db_patient_04,s0020are,2,s0020are.dat,3,58.0019333977799,110.153572451417,26944.3023665882,4332.93945641577,0.650771660383195,0.0537173034744597,0.999378669279098
ecg_db_patient_04,s0020are,2,s0020are.dat,4,40.5010125253131,147.823267659521,28129.6663542337,4959.06173566775,0.631935172800311,0.0497381486334029,0.999335108793668
ecg_db_patient_04,s0020are,2,s0020are.dat,5,33.6006720134403,137.301319810308,32579.0397193902,5059.866989957,0.69540916168122,0.0487666613218838,0.999327848449685
