Patient_ID,Signal_Name,Lead_Index,Lead_Name,Segment_Index,BPM_avg,SDNN,En_Total,En_D5,Hurst_Exp,Higuchi_FD,Katz_FD
ecg_db_patient_03,s0017lre,1,s0017lre.dat,1,150.01500150015,149.534252777159,118959.757042555,13207.7615639467,0.606870325833359,0.0358091001082273,0.997911700956987
ecg_db_patient_03,s0017lre,1,s0017lre.dat,2,75.0037501875094,141.572739535937,102951.714074196,15276.1219659887,0.462416524682868,0.0380939440039045,0.998111995789418
ecg_db_patient_03,s0017lre,1,s0017lre.dat,3,48.0016000533351,177.18414529487,131353.641768178,14157.7130009269,0.48823293434343,0.0361082211921573,0.9981248669463
ecg_db_patient_03,s0017lre,1,s0017lre.dat,4,34.500862521563,174.723857577969,102776.151752797,13726.0354121012,0.523654328782609,0.0343156383313797,0.998066435991398
ecg_db_patient_03,s0017lre,1,s0017lre.dat,5,28.8005760115202,169.330464843485,106697.304812428,13646.2745461388,0.538440169497142,0.0352123041611677,0.998109548834878
ecg_db_patient_03,s0017lre,1,s0017lre.dat,6,24.0004000066668,164.729506393602,103928.799035003,22360.2311307636,0.525272445574079,0.0362793862143852,0.998059312731942
ecg_db_patient_03,s0017lre,1,s0017lre.dat,7,19.7145673509622,167.563188313908,103218.108110486,12174.1468944273,0.57047916065276,0.0379711861681116,0.99821251726291
ecg_db_patient_03,s0017lre,1,s0017lre.dat,8,18.7502343779297,159.200988408191,125156.264723893,15068.2858880954,0.534097339812789,0.0431928903173634,0.997995628692581
ecg_db_patient_03,s0017lre,1,s0017lre.dat,9,16.0001777797531,162.304354708407,112660.732141992,15354.1587562006,0.536225841326769,0.0380024107837887,0.99812439452362
ecg_db_patient_03,s0017lre,1,s0017lre.dat,10,14.40014400144,156.575203868311,134109.647704062,14621.7205481488,0.550088534294311,0.0384566444063987,0.997967438968643
ecg_db_patient_03,s0017lre,1,s0017lre.dat,11,13.6364876044328,157.837538012341,103819.847812529,9311.50713921192,0.537080370194887,0.0349079092827847,0.998106531108454
ecg_db_patient_03,s0017lre,2,s0017lre.dat,1,114.011401140114,251.394125897857,88633.9715898691,5312.85701955423,0.705796670824321,0.0487642913557216,0.999058258938102
ecg_db_patient_03,s0017lre,2,s0017lre.dat,2,57.0028501425071,233.973854748522,100626.019451718,5390.28683852644,0.667667760187631,0.0450114730148431,0.999083599700977
