Patient_ID,Signal_Name,Lead_Index,Lead_Name,Segment_Index,BPM_avg,SDNN,En_Total,En_D5,Hurst_Exp,Higuchi_FD,Katz_FD
ecg_db_patient_01,s0010_re,1,s0010_re.dat,1,162.016201620162,90.9807756532198,74359.9007752979,6327.29795648368,0.571873049491789,0.0356392786847476,0.998719777204859
ecg_db_patient_01,s0010_re,1,s0010_re.dat,2,84.0042002100105,87.395277177514,77925.1198460981,6674.13713067519,0.538533818431838,0.0362260859604093,0.998622831234388
ecg_db_patient_01,s0010_re,1,s0010_re.dat,3,54.001800060002,91.0381154327048,78439.6194700258,5755.29547728989,0.564231277086127,0.0360353842339269,0.998625398525379
ecg_db_patient_01,s0010_re,2,s0010_re.dat,1,156.015601560156,118.251145167112,27737.4620001695,1376.77028254687,0.6062529497312,0.0376561184025598,0.999742400226619
ecg_db_patient_01,s0010_re,2,s0010_re.dat,2,84.0042002100105,109.753505223441,30013.826517427,1423.63528836575,0.596452479436574,0.0382714599042483,0.999724025136715
ecg_db_patient_01,s0010_re,2,s0010_re.dat,3,52.001733391113,135.158524210154,29337.356813778,1424.08102174365,0.597863750399005,0.0393078356470355,0.999718666490166
ecg_db_patient_01,s0010_re,3,s0010_re.dat,1,162.016201620162,143.403014666305,44002.7059167352,1211.17001974432,0.507110757937712,0.0353657207257323,0.999624237506788
ecg_db_patient_01,s0010_re,3,s0010_re.dat,2,81.0040502025101,142.732175230933,45385.6207485351,1202.73761983287,0.474207596308188,0.0368346848113681,0.999598769024966
ecg_db_patient_01,s0010_re,3,s0010_re.dat,3,56.001866728891,144.231206836943,44811.7873281712,1316.70249810921,0.504488987261835,0.0370118238890696,0.999599998714302
ecg_db_patient_01,s0010_re,4,s0010_re.dat,1,78.007800780078,8.46516927823006,176411.070509184,20997.9789688664,0.581122879327177,0.0430448865866679,0.996883817278418
ecg_db_patient_01,s0010_re,4,s0010_re.dat,2,42.0021001050053,7.73685817105187,194306.125749531,22380.7142525929,0.561879412269911,0.0439172742458248,0.996631961461854
ecg_db_patient_01,s0010_re,4,s0010_re.dat,3,28.0009333644455,7.72607971045511,194524.573743004,19094.8747342404,0.56708579949833,0.0439083520480573,0.996610587612162
ecg_db_patient_01,s0010_re,5,s0010_re.dat,1,162.016201620162,88.5221658464919,68795.9422170348,3130.25570605237,0.528798091314631,0.0285851572487138,0.999194064302621
ecg_db_patient_01,s0010_re,5,s0010_re.dat,2,84.0042002100105,88.3902251882634,70920.2908207498,3218.57911133792,0.504836119283743,0.029219611898235,0.999136402132067
ecg_db_patient_01,s0010_re,5,s0010_re.dat,3,54.001800060002,90.3124576124467,70532.0222781298,3051.70509599497,0.5273925984882,0.0294234023804666,0.999140806318042
ecg_db_patient_01,s0010_re,6,s0010_re.dat,1,162.016201620162,124.081834038918,34517.1107049712,816.278223945793,0.540374381397754,0.038231299498274,0.999758985628533
ecg_db_patient_01,s0010_re,6,s0010_re.dat,2,84.0042002100105,125.50676761812,36067.4181825948,798.937552585795,0.524513323930627,0.0389506381491303,0.999743209433835
ecg_db_patient_01,s0010_re,6,s0010_re.dat,3,54.001800060002,125.87859841316,35403.6223975093,959.847402084741,0.535307953603962,0.0391281454838123,0.999741529369409
ecg_db_patient_01,s0010_re,7,s0010_re.dat,1,78.007800780078,9.00336637378533,114901.940619554,11375.9594114662,0.50820828629084,0.0232463464526399,0.998140128375935
ecg_db_patient_01,s0010_re,7,s0010_re.dat,2,42.0021001050053,7.671960268339,122361.948323122,12839.8319176204,0.508091204985427,0.0236865228591436,0.998004120660264
ecg_db_patient_01,s0010_re,7,s0010_re.dat,3,28.0009333644455,8.21427775123057,122589.209182297,16171.9464152353,0.52726275631735,0.024021732744433,0.998000157956129
ecg_db_patient_01,s0010_re,8,s0010_re.dat,1,162.016201620162,67.1028716569969,57977.5585081663,12636.1813040061,0.492281872747692,0.0360792742503183,0.998512549313575
ecg_db_patient_01,s0010_re,8,s0010_re.dat,2,84.0042002100105,64.7552481675592,60416.7646615151,13618.4254583514,0.455427370555941,0.0368783769183514,0.998402476692277
ecg_db_patient_01,s0010_re,8,s0010_re.dat,3,54.001800060002,66.2940303612508,60420.6851744571,16965.8569914184,0.456458149400591,0.0369933755399558,0.998402757412801
ecg_db_patient_01,s0010_re,9,s0010_re.dat,1,90.00900090009,149.521379264448,106731.041360541,27645.881317227,0.580072237309245,0.0427504059429312,0.997296758289427
ecg_db_patient_01,s0010_re,9,s0010_re.dat,2,42.0021001050053,7.84709647429697,112340.326967655,26285.9138901782,0.555597865280873,0.0428660536060516,0.997109049873096
ecg_db_patient_01,s0010_re,9,s0010_re.dat,3,28.0009333644455,8.38649708360595,111231.818059931,27742.0479663864,0.55899249428999,0.0437610031204806,0.997126145528285
ecg_db_patient_01,s0010_re,10,s0010_re.dat,1,78.007800780078,8.72648355017737,201161.290243488,59701.0082789619,0.556769686799319,0.0465794569705334,0.995166545336358
ecg_db_patient_01,s0010_re,10,s0010_re.dat,2,42.0021001050053,7.63174879982226,214591.475710579,55337.9572192403,0.524598522417744,0.046085708913989,0.994830033991241
ecg_db_patient_01,s0010_re,10,s0010_re.dat,3,28.0009333644455,8.13901650960311,212747.557765417,57266.7541412924,0.537948097446784,0.0470220311312887,0.994867918800645
ecg_db_patient_01,s0010_re,11,s0010_re.dat,1,96.009600960096,183.51584854357,56122.3969766476,8290.00016631498,0.546477824489897,0.0403819119114179,0.999017392488138
ecg_db_patient_01,s0010_re,11,s0010_re.dat,2,48.002400120006,154.364503691749,58190.4559894976,7455.54088866512,0.505613487690722,0.0388956483873742,0.9989518904673
ecg_db_patient_01,s0010_re,11,s0010_re.dat,3,38.0012667088903,207.377028684818,58299.0157956009,7232.61106199328,0.542856758966973,0.0409047885986291,0.998957523074884
ecg_db_patient_01,s0010_re,12,s0010_re.dat,1,156.015601560156,121.325072978892,28936.5851737221,2600.5137306938,0.584223385523556,0.0345013991855549,0.999624502334403
ecg_db_patient_01,s0010_re,12,s0010_re.dat,2,84.0042002100105,123.876431860021,29691.7027241566,2540.18086652893,0.557948500132873,0.0343873303813681,0.999604036608696
ecg_db_patient_01,s0010_re,12,s0010_re.dat,3,54.001800060002,113.757806156494,29314.1151522039,2229.26951984294,0.588878529598009,0.035512916455877,0.999599810003694
ecg_db_patient_01,s0014lre,1,s0014lre.dat,1,168.016801680168,74.3319152062801,106220.374276949,9111.11581296592,0.446745611907801,0.0458007183520631,0.997944348400608
ecg_db_patient_01,s0014lre,1,s0014lre.dat,2,87.0043502175109,76.8051544235916,115493.86712897,12104.7304069213,0.459381761286699,0.0538917203359894,0.99773856288866
ecg_db_patient_01,s0014lre,1,s0014lre.dat,3,58.0019333977799,71.0426785060374,115178.641129795,11525.9659242699,0.464147716897831,0.0446857538443087,0.997978128108651
ecg_db_patient_01,s0014lre,1,s0014lre.dat,4,42.0010500262507,72.3134203950468,106774.579148968,13625.7765468797,0.462532485861701,0.0513716489191618,0.997902828208105
ecg_db_patient_01,s0014lre,1,s0014lre.dat,5,34.8006960139203,73.4489258532399,115396.124893541,12786.9531403296,0.443876326382971,0.0591363664872638,0.997666154648341
ecg_db_patient_01,s0014lre,1,s0014lre.dat,6,29.000483341389,77.6539604021429,107897.599483912,12344.763252388,0.45051220428189,0.0553659232174944,0.997888923376887
ecg_db_patient_01,s0014lre,1,s0014lre.dat,7,24.8574979642566,81.3244205368927,112348.938569639,13863.900801013,0.472643420429473,0.0580119311713693,0.997706091357552
ecg_db_patient_01,s0014lre,1,s0014lre.dat,8,21.7502718783985,69.5628355894015,114020.357707719,11723.5132912881,0.477558517494021,0.0516256862250529,0.99786090829083
ecg_db_patient_01,s0014lre,1,s0014lre.dat,9,18.6668740763786,73.1627970473713,108863.477078323,11901.2865317924,0.484744731045973,0.0554207344327491,0.997824491873008
ecg_db_patient_01,s0014lre,1,s0014lre.dat,10,18.0001800018,72.5429208776302,119045.587933819,12446.5167413658,0.472424694152319,0.0517377437006798,0.997746140883628
ecg_db_patient_01,s0014lre,1,s0014lre.dat,11,15.818325621142,76.6624826325515,112053.747430152,8719.54584463751,0.511887462354011,0.0465502979306685,0.997943920529465
ecg_db_patient_01,s0014lre,2,s0014lre.dat,1,174.017401740174,55.7855398380839,84975.576203007,4490.66491962826,0.555583655993672,0.0435978593097713,0.999310481082935
ecg_db_patient_01,s0014lre,2,s0014lre.dat,2,87.0043502175109,57.0239321336122,89720.145857174,4048.13664972945,0.589711424410211,0.0514758209218477,0.999259544874185
