Patient_ID,Signal_Name,Lead_Index,Lead_Name,Segment_Index,BPM_avg,SDNN,En_Total,En_D5,Hurst_Exp,Higuchi_FD,Katz_FD
ecg_db_patient_02,s0015lre,1,s0015lre.dat,1,90.00900090009,155.824852367601,176461.282086725,28599.363870721,0.697166251174897,0.0401478479170741,0.996664565217456
ecg_db_patient_02,s0015lre,1,s0015lre.dat,2,42.0021001050053,11.9486079008908,175784.506712759,26304.4866908954,0.650963830816077,0.0408230134091417,0.996511973047857
ecg_db_patient_02,s0015lre,1,s0015lre.dat,3,26.0008666955565,8.33212112395418,169858.047886621,27810.859944157,0.675339067870202,0.0394377437466093,0.996763262403771
ecg_db_patient_02,s0015lre,1,s0015lre.dat,4,19.5004875121878,9.54256810615501,178041.211675337,25159.5480234648,0.663534869966041,0.0402909375064056,0.996756354349281
ecg_db_patient_02,s0015lre,1,s0015lre.dat,5,15.6003120062401,5.54048460849479,180071.259181908,31677.902825276,0.689525934486628,0.0425754334931401,0.996657289198697
ecg_db_patient_02,s0015lre,1,s0015lre.dat,6,13.0002166702778,14.5498099539812,171730.185904516,22326.0480227369,0.708489324200127,0.0422169322240672,0.996906226601643
ecg_db_patient_02,s0015lre,1,s0015lre.dat,7,11.1430163288047,8.11657488592256,191122.314184119,32599.648439901,0.66507957376051,0.0451563109578459,0.996502510061366
ecg_db_patient_02,s0015lre,1,s0015lre.dat,8,9.75012187652346,6.14163634300329,171550.861536073,31533.9901973347,0.672923547748587,0.0430337379900519,0.996888059106342
ecg_db_patient_02,s0015lre,1,s0015lre.dat,9,8.66676296403293,26.0244640150903,185455.132332388,30119.6308915536,0.68452659070582,0.0476037551697123,0.996637932537724
ecg_db_patient_02,s0015lre,1,s0015lre.dat,10,7.80007800078001,20.8521127481271,179129.196463838,32525.5428311326,0.678383225602912,0.0486854176502755,0.996537613449945
ecg_db_patient_02,s0015lre,1,s0015lre.dat,11,7.09097355430504,9.7218903262252,176690.903556043,29777.0235742738,0.663889931875622,0.0414863587951166,0.996711948404816
ecg_db_patient_02,s0015lre,2,s0015lre.dat,1,162.016201620162,123.786422767355,146766.90605818,16510.2713956164,0.563916871639514,0.0383460049194157,0.997513554743355
ecg_db_patient_02,s0015lre,2,s0015lre.dat,2,81.0040502025101,132.991596032925,136836.377524924,15862.3717837021,0.49702631453797,0.0393805880284996,0.997314133182364
ecg_db_patient_02,s0015lre,2,s0015lre.dat,3,52.001733391113,137.840511703442,132775.011484677,21312.8776224844,0.528747579858771,0.0395538188999022,0.997428023850061
